Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,What should the consequences be for a public official who encourages a foreign power to intervene in an upcoming domestic election in their favor?,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,How familiar would you say you are with the situation stemming from President Trump's conversation with Ukrainian President Zelensky related to Democratic candidate Joe Biden?,Do you believe launching a formal impeachment inquiry into President Trump will overall work out in Democrats' favor electorally?,Do you believe launching a formal impeachment inquiry into President Trump for soliciting foreign interference in a US election is the right thing to do?,Age,Gender,Household Income,Region,Device Type
11021208963,247023108,2019-09-26 06:39:42,2019-09-26 06:42:55,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither / I don't intend to vote.,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Somewhat familiar,Probably would,Probably yes,> 60,Male,"$100,000-$124,999",South Atlantic,Android Phone / Tablet
11021204859,247023108,2019-09-26 06:39:51,2019-09-26 06:40:50,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,45-60,Male,"$75,000-$99,999",East North Central,Android Phone / Tablet
11021204609,247023108,2019-09-26 06:37:48,2019-09-26 06:40:50,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,> 60,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
11021203197,247023108,2019-09-26 06:39:20,2019-09-26 06:42:44,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,45-60,Male,"$10,000-$24,999",New England,Windows Desktop / Laptop
11021199229,247023108,2019-09-26 06:35:14,2019-09-26 06:37:58,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,Probably the Democratic nominee,I don't know,I don't know,Somewhat familiar,I don't know,I don't know,45-60,Male,"$0-$9,999",East North Central,Android Phone / Tablet
11021185522,247023108,2019-09-26 06:28:39,2019-09-26 06:47:18,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,I don't know,Probably yes,> 60,Male,"$200,000+",South Atlantic,Windows Desktop / Laptop
11021184330,247023108,2019-09-26 06:25:59,2019-09-26 06:29:49,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,I think the matter should be looked into but don't see any immediate issue,I oppose impeachment,Somewhat familiar,Probably would not,Probably not,> 60,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
11021183511,247023108,2019-09-26 06:26:52,2019-09-26 06:29:23,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I think that merits investigation and possibly removal from office.,I don't know,Somewhat familiar,Probably would not,Probably not,> 60,Male,Prefer not to answer,South Atlantic,iOS Phone / Tablet
11021179413,247023108,2019-09-26 06:24:35,2019-09-26 06:27:07,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Asian or Asian American,I'm not sure at this time,I don't know,I don't know,Somewhat familiar,Probably would,Probably not,45-60,Male,"$100,000-$124,999",West South Central,iOS Phone / Tablet
11021179378,247023108,2019-09-26 06:24:34,2019-09-26 06:27:06,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I think that merits investigation and possibly removal from office.,I strongly oppose impeachment,Very familiar,Probably would,Definitely not,45-60,Male,"$200,000+",East North Central,iOS Phone / Tablet
11021168801,247023108,2019-09-26 06:21:08,2019-09-26 06:22:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I neither support nor oppose impeachment,Somewhat familiar,Probably would not,Definitely yes,> 60,Male,"$75,000-$99,999",New England,Windows Desktop / Laptop
11021161703,247023108,2019-09-26 06:16:57,2019-09-26 06:17:37,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Somewhat familiar,Probably would,Probably not,45-60,Male,"$25,000-$49,999",East North Central,iOS Phone / Tablet
11021161233,247023108,2019-09-26 06:16:52,2019-09-26 06:20:49,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Very familiar,Definitely would not,Probably not,45-60,Male,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop
11021156388,247023108,2019-09-26 06:14:23,2019-09-26 06:17:30,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I neither support nor oppose impeachment,Somewhat familiar,Probably would not,Probably yes,45-60,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
11021156170,247023108,2019-09-26 06:10:59,2019-09-26 06:14:44,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I oppose impeachment,Not so familiar,Definitely would not,Probably yes,45-60,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11021130049,247023108,2019-09-26 05:56:36,2019-09-26 06:00:44,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,> 60,Male,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
11021119758,247023108,2019-09-26 05:52:53,2019-09-26 05:54:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,45-60,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
11021113118,247023108,2019-09-26 05:46:55,2019-09-26 05:50:32,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Extremely familiar,Definitely would not,Probably not,> 60,Male,Prefer not to answer,East North Central,Android Phone / Tablet
11021104840,247023108,2019-09-26 05:43:02,2019-09-26 05:45:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,45-60,Male,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
11021083697,247023108,2019-09-26 05:28:24,2019-09-26 05:32:43,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Somewhat familiar,Definitely would not,Definitely not,45-60,Male,"$75,000-$99,999",East South Central,iOS Phone / Tablet
11021083283,247023108,2019-09-26 05:29:40,2019-09-26 05:32:29,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Not so familiar,Probably would,Probably not,45-60,Male,"$50,000-$74,999",East North Central,Android Phone / Tablet
11021078625,247023108,2019-09-26 05:28:58,2019-09-26 05:32:43,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I strongly oppose impeachment,Somewhat familiar,Definitely would not,Definitely not,45-60,Male,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
11021065017,247023108,2019-09-26 05:20:16,2019-09-26 05:22:27,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,45-60,Male,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
11021058978,247023108,2019-09-26 05:14:30,2019-09-26 05:16:40,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Not so familiar,Definitely would not,Definitely not,45-60,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
11021035317,247023108,2019-09-26 05:00:34,2019-09-26 05:04:04,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Male,"$150,000-$174,999",,iOS Phone / Tablet
11021029004,247023108,2019-09-26 04:56:12,2019-09-26 05:00:30,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Very familiar,Definitely would not,Definitely not,> 60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
11021023746,247023108,2019-09-26 04:50:15,2019-09-26 04:53:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Male,"$0-$9,999",East North Central,Android Phone / Tablet
11021004299,247023108,2019-09-26 04:39:07,2019-09-26 04:45:57,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Republican nominee,I think that merits investigation and possibly removal from office.,I don't know,Not at all familiar,I don't know,I don't know,> 60,Male,"$75,000-$99,999",East South Central,iOS Phone / Tablet
11021002821,247023108,2019-09-26 04:36:53,2019-09-26 04:39:27,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I neither support nor oppose impeachment,Somewhat familiar,Probably would not,Probably not,45-60,Male,"$25,000-$49,999",East South Central,Android Phone / Tablet
11020976601,247023108,2019-09-26 04:20:42,2019-09-26 04:24:46,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,45-60,Male,"$50,000-$74,999",West South Central,iOS Phone / Tablet
