Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10723671887,233578950,2019-05-11 19:43:00,2019-05-11 19:47:42,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$150,000-$174,999",South Atlantic,Android Phone / Tablet
10723670800,233578950,2019-05-11 19:40:56,2019-05-11 19:44:50,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,Hispanic or Latino,Neither support nor oppose,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723670547,233578950,2019-05-11 19:40:30,2019-05-11 19:49:23,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,Asian or Asian American,Strongly support,> 60,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
10723670208,233578950,2019-05-11 19:40:13,2019-05-11 19:43:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,18-29,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10723668609,233578950,2019-05-11 19:37:26,2019-05-11 19:40:29,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,30-44,Male,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10723667840,233578950,2019-05-11 19:36:09,2019-05-11 19:41:05,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat oppose,18-29,Male,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10723666742,233578950,2019-05-11 19:34:45,2019-05-11 19:38:33,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,30-44,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723665135,233578950,2019-05-11 19:32:08,2019-05-11 19:36:43,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat support,18-29,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723663949,233578950,2019-05-11 19:30:27,2019-05-11 19:32:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Unsure / Don’t know,White or Caucasian,I don't know,45-60,Female,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
10723662045,233578950,2019-05-11 19:27:17,2019-05-11 19:31:25,I don't know or I'd rather not say,Moderately liberal,Yes,White or Caucasian,Support,45-60,Female,"$50,000-$74,999",Mountain,Android Phone / Tablet
10723662039,233578950,2019-05-11 19:27:35,2019-05-11 19:35:13,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Somewhat support,18-29,Male,"$10,000-$24,999",East North Central,Android Phone / Tablet
10723661536,233578950,2019-05-11 19:26:48,2019-05-11 19:28:19,I don't know or I'd rather not say,I don't know or I'd rather not say,No,White or Caucasian,I don't know,30-44,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10723661127,233578950,2019-05-11 19:26:02,2019-05-11 19:31:04,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,No,White or Caucasian,Neither support nor oppose,18-29,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet
10723660597,233578950,2019-05-11 19:25:17,2019-05-11 19:28:29,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly oppose,18-29,Male,"$10,000-$24,999",South Atlantic,Other
10723660260,233578950,2019-05-11 19:24:59,2019-05-11 19:25:51,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,Hispanic or Latino,Strongly support,30-44,Male,"$50,000-$74,999",West North Central,Android Phone / Tablet
10723658918,233578950,2019-05-11 19:22:48,2019-05-11 19:23:47,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,No,White or Caucasian,Support,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10723658636,233578950,2019-05-11 19:22:12,2019-05-11 19:29:50,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Another race,Neither support nor oppose,> 60,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10723657960,233578950,2019-05-11 19:20:45,2019-05-11 19:26:53,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,45-60,Male,"$50,000-$74,999",East South Central,iOS Phone / Tablet
10723656231,233578950,2019-05-11 19:18:40,2019-05-11 19:20:27,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,,,,,,
10723655601,233578950,2019-05-11 19:17:35,2019-05-11 19:27:53,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Yes,Hispanic or Latino,,,,,,
10723655347,233578950,2019-05-11 19:17:07,2019-05-11 19:21:02,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Oppose,18-29,Male,"$50,000-$74,999",Mountain,iOS Phone / Tablet
10723655162,233578950,2019-05-11 19:16:38,2019-05-11 19:23:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Hispanic or Latino,Somewhat support,> 60,Male,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10723654919,233578950,2019-05-11 19:16:09,2019-05-11 19:20:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Support,45-60,Male,"$50,000-$74,999",East South Central,Android Phone / Tablet
10723654865,233578950,2019-05-11 19:16:16,2019-05-11 19:26:03,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10723654825,233578950,2019-05-11 19:16:03,2019-05-11 19:22:50,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Strongly oppose,18-29,Male,"$10,000-$24,999",East South Central,Android Phone / Tablet
10723654680,233578950,2019-05-11 19:16:06,2019-05-11 19:22:20,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,30-44,Male,"$25,000-$49,999",West North Central,iOS Phone / Tablet
10723652990,233578950,2019-05-11 19:13:13,2019-05-11 19:14:25,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,,,,,,
10723651243,233578950,2019-05-11 19:10:38,2019-05-11 19:11:41,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Neither support nor oppose,18-29,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723650294,233578950,2019-05-11 19:08:57,2019-05-11 19:11:31,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,,,,,
10723649816,233578950,2019-05-11 19:08:24,2019-05-11 19:10:42,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,Yes,White or Caucasian,Strongly support,> 60,Male,"$75,000-$99,999",West North Central,Android Phone / Tablet
10723648675,233578950,2019-05-11 19:06:36,2019-05-11 19:11:39,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Oppose,45-60,Male,"$100,000-$124,999",East North Central,Android Phone / Tablet
10723647926,233578950,2019-05-11 19:05:25,2019-05-11 19:06:43,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,No,Asian or Asian American,Somewhat support,30-44,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10723647836,233578950,2019-05-11 19:05:08,2019-05-11 19:13:44,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,American Indian or Alaska Native,Strongly support,18-29,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10723647653,233578950,2019-05-11 19:04:42,2019-05-11 19:10:27,I don't know or I'd rather not say,Moderately liberal,Yes,White or Caucasian,Strongly support,30-44,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723647023,233578950,2019-05-11 19:03:53,2019-05-11 19:06:46,I don't know or I'd rather not say,Moderately liberal,Yes,Hispanic or Latino,I don't know,18-29,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
10723646649,233578950,2019-05-11 19:03:04,2019-05-11 19:05:30,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I don't know,18-29,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10723645682,233578950,2019-05-11 19:02:06,2019-05-11 19:04:08,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,No,White or Caucasian,Neither support nor oppose,30-44,Female,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10723645227,233578950,2019-05-11 19:01:24,2019-05-11 19:06:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Black or African American,Strongly support,18-29,Female,"$100,000-$124,999",New England,iOS Phone / Tablet
10723644140,233578950,2019-05-11 18:59:48,2019-05-11 19:03:29,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,30-44,Female,"$200,000+",New England,iOS Phone / Tablet
10723643223,233578950,2019-05-11 18:57:57,2019-05-11 19:01:07,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,No,Black or African American,Strongly oppose,18-29,Male,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10723642611,233578950,2019-05-11 18:57:25,2019-05-11 19:05:56,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,30-44,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723642237,233578950,2019-05-11 18:56:44,2019-05-11 19:43:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$125,000-$149,999",East North Central,Android Phone / Tablet
10723641849,233578950,2019-05-11 18:56:06,2019-05-11 19:00:42,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I don't know,18-29,Male,"$0-$9,999",West North Central,Android Phone / Tablet
10723640171,233578950,2019-05-11 18:53:45,2019-05-11 18:56:02,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Hispanic or Latino,Support,18-29,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723640137,233578950,2019-05-11 18:53:49,2019-05-11 18:55:56,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,18-29,Female,"$10,000-$24,999",West North Central,iOS Phone / Tablet
10723636592,233578950,2019-05-11 18:48:04,2019-05-11 18:51:37,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Unsure / Don’t know,Native Hawaiian or other Pacific Islander,I don't know,30-44,Male,"$0-$9,999",Pacific,Android Phone / Tablet
10723636488,233578950,2019-05-11 18:47:57,2019-05-11 18:50:22,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,Asian or Asian American,Neither support nor oppose,30-44,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet
10723635735,233578950,2019-05-11 18:46:54,2019-05-11 18:52:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Hispanic or Latino,Strongly support,18-29,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10723635609,233578950,2019-05-11 18:46:38,2019-05-11 18:48:04,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,30-44,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10723635598,233578950,2019-05-11 18:46:35,2019-05-11 18:49:52,I don't know or I'd rather not say,Moderately liberal,No,White or Caucasian,Support,18-29,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723635420,233578950,2019-05-11 18:46:14,2019-05-11 18:49:10,I don't know or I'd rather not say,Slightly liberal,Yes,Asian or Asian American,Neither support nor oppose,30-44,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10723634953,233578950,2019-05-11 18:45:45,2019-05-11 18:46:37,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Yes,Hispanic or Latino,Support,18-29,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10723634747,233578950,2019-05-11 18:44:57,2019-05-11 18:50:57,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Neither support nor oppose,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10723631890,233578950,2019-05-11 18:39:16,2019-05-11 18:42:16,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,No,Hispanic or Latino,Somewhat oppose,30-44,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723631224,233578950,2019-05-11 18:39:24,2019-05-11 18:46:58,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,30-44,Female,"$75,000-$99,999",Mountain,Android Phone / Tablet
10723631087,233578950,2019-05-11 18:39:06,2019-05-11 18:42:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$100,000-$124,999",West South Central,Android Phone / Tablet
10723630946,233578950,2019-05-11 18:38:51,2019-05-11 18:46:47,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,18-29,Male,"$100,000-$124,999",South Atlantic,Android Phone / Tablet
10723629925,233578950,2019-05-11 18:37:44,2019-05-11 18:39:38,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Asian or Asian American,I don't know,30-44,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10723628685,233578950,2019-05-11 18:35:36,2019-05-11 18:38:31,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",New England,iOS Phone / Tablet
10723628649,233578950,2019-05-11 18:35:44,2019-05-11 18:39:13,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Hispanic or Latino,Neither support nor oppose,30-44,Female,"$100,000-$124,999",West South Central,Android Phone / Tablet
