Respondent ID,Start Date,End Date,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Do you think you will participate in the 2020 presidential primary?,Have you had student loans?,"A proposal would cancel $50,000 of student loan debt for those in households making less than $100,000 per year. For households earning between with $100,000 and $250,000, the proposal would cancel a sliding amount of student loan debt. Those earning $250,000 or more would not have debt cancelled. The plan would also end the taxation of canceled debt as income, and would make private loans eligible for debt cancellation.How do you feel about this plan?",Age,Gender,Household Income,Region,Device Type
10691180899,2019-04-27 3:48:10,2019-04-27 3:55:15,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,45-60,Male,Prefer not to answer,East North Central,Android Phone / Tablet
10691180693,2019-04-27 3:49:13,2019-04-27 3:54:05,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,30-44,Male,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10691180564,2019-04-27 3:46:44,2019-04-27 3:52:17,Slightly liberal,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Somewhat support,18-29,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
10691180386,2019-04-27 3:48:47,2019-04-27 3:49:17,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",,,,,,,
10691180345,2019-04-27 3:48:30,2019-04-27 3:53:05,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",I don't know,30-44,Male,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10691180034,2019-04-27 3:48:23,2019-04-27 3:50:43,Moderately conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10691179915,2019-04-27 3:48:20,2019-04-27 3:49:01,Slightly liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10691179725,2019-04-27 3:47:36,2019-04-27 3:52:04,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Female,"$50,000-$74,999",New England,Windows Desktop / Laptop
10691179437,2019-04-27 3:44:40,2019-04-27 3:57:38,I don't know or I'd rather not say,Yes,American Indian or Alaska Native,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",I don't know,45-60,Male,Prefer not to answer,West South Central,Android Phone / Tablet
10691179430,2019-04-27 3:47:29,2019-04-27 3:48:19,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,30-44,Male,Prefer not to answer,Pacific,iOS Phone / Tablet
10691179412,2019-04-27 3:47:20,2019-04-27 3:48:25,I don't know or I'd rather not say,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know,I don't know,18-29,Male,"$0-$9,999",,Android Phone / Tablet
10691179336,2019-04-27 3:46:50,2019-04-27 3:54:06,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10691179323,2019-04-27 3:47:17,2019-04-27 3:48:59,Neither liberal nor conservative,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,18-29,Male,"$150,000-$174,999",Pacific,Android Phone / Tablet
10691179291,2019-04-27 3:47:09,2019-04-27 3:49:42,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,45-60,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10691179162,2019-04-27 3:46:58,2019-04-27 3:48:34,Slightly liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Oppose,18-29,Male,"$75,000-$99,999",West North Central,iOS Phone / Tablet
10691179151,2019-04-27 3:46:35,2019-04-27 3:52:37,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10691179047,2019-04-27 3:46:19,2019-04-27 3:50:28,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Support,45-60,Male,"$25,000-$49,999",East South Central,Android Phone / Tablet
10691178841,2019-04-27 3:46:10,2019-04-27 3:48:25,Neither liberal nor conservative,Unsure / Don’t know,Asian or Asian American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Support,18-29,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10691178653,2019-04-27 3:46:01,2019-04-27 3:47:00,I don't know or I'd rather not say,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know,I don't know,18-29,Male,"$0-$9,999",East North Central,Android Phone / Tablet
10691178172,2019-04-27 3:44:47,2019-04-27 3:49:08,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,45-60,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10691177799,2019-04-27 3:41:39,2019-04-27 4:01:52,I don't know or I'd rather not say,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Male,"$10,000-$24,999",New England,Windows Desktop / Laptop
10691177773,2019-04-27 3:44:14,2019-04-27 3:50:12,Moderately liberal,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,> 60,Male,"$10,000-$24,999",East South Central,Android Phone / Tablet
10691177584,2019-04-27 3:43:36,2019-04-27 3:51:27,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,30-44,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10691177503,2019-04-27 3:44:05,2019-04-27 3:45:07,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,18-29,Male,"$0-$9,999",West South Central,Android Phone / Tablet
10691177278,2019-04-27 3:43:20,2019-04-27 3:45:40,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,> 60,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10691175776,2019-04-27 3:41:07,2019-04-27 3:44:39,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10691175656,2019-04-27 3:40:18,2019-04-27 3:46:08,Neither liberal nor conservative,No,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Support,45-60,Male,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10691175629,2019-04-27 3:40:49,2019-04-27 3:44:20,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly support,45-60,Female,"$175,000-$199,999",East North Central,iOS Phone / Tablet
10691175463,2019-04-27 3:40:41,2019-04-27 3:43:02,Slightly conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10691174721,2019-04-27 3:39:24,2019-04-27 3:42:11,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,30-44,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10691174706,2019-04-27 3:38:35,2019-04-27 3:42:12,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",,,,,,,
10691174520,2019-04-27 3:39:05,2019-04-27 3:43:38,Moderately liberal,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10691174457,2019-04-27 3:39:09,2019-04-27 3:40:25,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,18-29,Male,"$0-$9,999",East North Central,Android Phone / Tablet
10691174401,2019-04-27 3:38:53,2019-04-27 3:41:54,Moderately conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Strongly oppose,30-44,Male,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop
10691174382,2019-04-27 3:38:25,2019-04-27 3:42:26,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly oppose,45-60,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10691174362,2019-04-27 3:38:48,2019-04-27 3:41:09,Slightly conservative,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,30-44,Male,"$50,000-$74,999",Mountain,iOS Phone / Tablet
10691174242,2019-04-27 3:38:27,2019-04-27 3:42:40,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",I am incurring student loans now,Neither support nor oppose,45-60,Male,"$75,000-$99,999",East South Central,Android Phone / Tablet
10691174048,2019-04-27 3:37:21,2019-04-27 3:53:05,I don't know or I'd rather not say,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,> 60,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10691174031,2019-04-27 3:38:05,2019-04-27 3:44:23,Very conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Oppose,> 60,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10691173613,2019-04-27 3:36:57,2019-04-27 3:50:30,Very liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Strongly support,> 60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10691173560,2019-04-27 3:37:24,2019-04-27 3:42:59,Neither liberal nor conservative,No,Hispanic or Latino,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Strongly oppose,30-44,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10691173556,2019-04-27 3:37:21,2019-04-27 3:41:33,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10691173548,2019-04-27 3:37:26,2019-04-27 3:40:13,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,> 60,Male,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10691173476,2019-04-27 3:36:56,2019-04-27 3:39:57,I don't know or I'd rather not say,No,Hispanic or Latino,I don't know or I'd rather not say,I don't know,I don't know,18-29,Male,"$25,000-$49,999",,Android Phone / Tablet
10691173137,2019-04-27 3:36:50,2019-04-27 3:39:05,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,45-60,Male,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10691173116,2019-04-27 3:36:23,2019-04-27 3:40:44,Slightly liberal,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,45-60,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10691172947,2019-04-27 3:36:37,2019-04-27 3:37:44,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",I don't know,18-29,Male,"$0-$9,999",,Android Phone / Tablet
10691172899,2019-04-27 3:35:55,2019-04-27 3:39:20,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Support,30-44,Male,"$10,000-$24,999",New England,Android Phone / Tablet
10691172432,2019-04-27 3:35:38,2019-04-27 3:37:49,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10691172212,2019-04-27 3:34:11,2019-04-27 3:40:52,Very liberal,Yes,Another race,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Support,> 60,Female,"$125,000-$149,999",Pacific,iOS Phone / Tablet
